ExecutionId,CycleName,FolderName,"Issue Key","Test Summary",Project,Component,Version,Priority,"Executed By","Executed On",ExecutionStatus,ExecutionDefects,CreationDate,"Assigned To","Custom Fields","Work Flow Status","Total Execution Time","Total Logged Time",StepId,OrderId,Step,"Test Data","Expected Result","Step Result",Comments,"Step Custom Fields"
60344214-6831-463d-8f52-a589648b73ec,regression,,EL-7,"login the course page","E learning",,v1,Medium,"Panchami B","02-15-2022 12:02:49",PASS,,"02-15-2022 12:01:29","Panchami B",,CREATED,,,28886525-288a-42e0-8c69-0c769088b20a,1,"1.valid login","alpha numeric, special character","the login page is opened",UNEXECUTED,,
60344214-6831-463d-8f52-a589648b73ec,regression,,EL-7,"login the course page","E learning",,v1,Medium,"Panchami B","02-15-2022 12:02:49",PASS,,"02-15-2022 12:01:29","Panchami B",,CREATED,,,17b7b7a8-8264-4e0f-a1c6-88a5271cd931,2,2.registration,"username ,password","both options are working",,,
